Time,Displacement,Force,Compressive displacement,voltage_1
(s),(mm),(N),(mm),(V)
"0.0000","-0.0001","0.0161","0.0000","-0.0003"
"0.0050","0.0000","0.0174","0.0001","-0.0003"
"0.0100","0.0000","0.0186","0.0000","-0.0003"
"0.0150","0.0000","0.0196","0.0000","-0.0003"
"0.0200","0.0001","0.0199","0.0001","-0.0003"
"0.0250","-0.0001","0.0200","0.0000","-0.0003"
"0.0300","0.0001","0.0200","0.0001","-0.0003"
"0.0350","-0.0001","0.0190","-0.0001","-0.0003"
"0.0400","0.0001","0.0186","0.0002","-0.0003"
"0.0450","0.0000","0.0185","0.0000","-0.0003"
"0.0500","0.0002","0.0186","0.0003","-0.0003"
"0.0550","0.0001","0.0177","0.0002","-0.0003"
"0.0600","0.0003","0.0177","0.0004","-0.0003"
"0.0650","0.0003","0.0177","0.0003","-0.0003"
"0.0700","0.0005","0.0179","0.0005","-0.0003"
"0.0750","0.0006","0.0175","0.0006","-0.0003"
"0.0800","0.0010","0.0182","0.0010","-0.0003"
"0.0850","0.0017","0.0199","0.0017","-0.0003"
"0.0900","0.0027","0.0219","0.0028","-0.0003"
"0.0950","0.0041","0.0237","0.0041","-0.0003"
"0.1000","0.0057","0.0251","0.0058","-0.0003"
"0.1050","0.0077","0.0266","0.0077","-0.0003"
"0.1100","0.0096","0.0266","0.0096","-0.0003"
"0.1150","0.0115","0.0259","0.0115","-0.0003"
"0.1200","0.0133","0.0245","0.0133","-0.0003"
"0.1250","0.0149","0.0228","0.0149","-0.0003"
"0.1300","0.0164","0.0207","0.0164","-0.0003"
"0.1350","0.0178","0.0193","0.0178","-0.0003"
"0.1400","0.0191","0.0176","0.0192","-0.0003"
"0.1450","0.0205","0.0162","0.0205","-0.0003"
"0.1500","0.0218","0.0151","0.0218","-0.0003"
"0.1550","0.0232","0.0147","0.0232","-0.0003"
"0.1600","0.0245","0.0152","0.0246","-0.0003"
"0.1650","0.0260","0.0155","0.0261","-0.0003"
"0.1700","0.0276","0.0155","0.0276","-0.0003"
"0.1750","0.0292","0.0155","0.0293","-0.0003"
"0.1800","0.0309","0.0160","0.0309","-0.0003"
"0.1850","0.0325","0.0162","0.0325","-0.0003"
"0.1900","0.0340","0.0166","0.0340","-0.0003"
"0.1950","0.0354","0.0170","0.0354","-0.0003"
"0.2000","0.0367","0.0180","0.0367","-0.0003"
"0.2050","0.0379","0.0189","0.0379","-0.0003"
"0.2100","0.0390","0.0197","0.0390","-0.0003"
"0.2150","0.0401","0.0206","0.0402","-0.0003"
"0.2200","0.0413","0.0208","0.0413","-0.0003"
"0.2250","0.0425","0.0205","0.0425","-0.0003"
"0.2300","0.0438","0.0202","0.0438","-0.0003"
"0.2350","0.0451","0.0202","0.0452","-0.0003"
"0.2400","0.0466","0.0204","0.0466","-0.0003"
"0.2450","0.0480","0.0206","0.0481","-0.0003"
"0.2500","0.0495","0.0212","0.0495","-0.0003"
"0.2550","0.0509","0.0226","0.0509","-0.0003"
"0.2600","0.0523","0.0261","0.0523","-0.0003"
"0.2650","0.0537","0.0326","0.0537","-0.0003"
"0.2700","0.0552","0.0423","0.0552","-0.0003"
"0.2750","0.0567","0.0553","0.0567","-0.0003"
"0.2800","0.0583","0.0721","0.0583","-0.0003"
"0.2850","0.0599","0.0921","0.0600","-0.0003"
"0.2900","0.0616","0.1145","0.0617","-0.0003"
"0.2950","0.0633","0.1392","0.0633","-0.0003"
"0.3000","0.0650","0.1663","0.0650","-0.0003"
"0.3050","0.0666","0.1965","0.0667","-0.0003"
"0.3100","0.0683","0.2279","0.0683","-0.0003"
