Time,Displacement,Force,Compressive displacement,voltage_1
(s),(mm),(N),(mm),(V)
"0.0000","0.0060","0.0500","0.0000","-0.0016"
"0.0050","0.0060","0.0500","0.0000","-0.0016"
"0.0100","0.0060","0.0499","0.0000","-0.0016"
"0.0150","0.0060","0.0493","0.0000","-0.0016"
"0.0200","0.0060","0.0485","0.0000","-0.0016"
"0.0250","0.0060","0.0473","0.0000","-0.0016"
"0.0300","0.0060","0.0463","0.0000","-0.0016"
"0.0350","0.0060","0.0456","0.0000","-0.0016"
"0.0400","0.0060","0.0453","0.0000","-0.0016"
"0.0450","0.0061","0.0457","0.0001","-0.0016"
"0.0500","0.0062","0.0463","0.0002","-0.0016"
"0.0550","0.0066","0.0478","0.0006","-0.0016"
"0.0600","0.0072","0.0518","0.0012","-0.0016"
"0.0650","0.0081","0.0607","0.0021","-0.0016"
"0.0700","0.0093","0.0752","0.0033","-0.0016"
"0.0750","0.0108","0.0980","0.0048","-0.0016"
"0.0800","0.0124","0.1300","0.0064","-0.0016"
"0.0850","0.0139","0.1718","0.0079","-0.0016"
"0.0900","0.0154","0.2224","0.0095","-0.0016"
"0.0950","0.0168","0.2803","0.0108","-0.0016"
"0.1000","0.0181","0.3431","0.0121","-0.0016"
"0.1050","0.0193","0.4089","0.0133","-0.0016"
"0.1100","0.0206","0.4765","0.0146","-0.0016"
"0.1150","0.0218","0.5443","0.0158","-0.0016"
"0.1200","0.0231","0.6115","0.0172","-0.0016"
"0.1250","0.0245","0.6784","0.0185","-0.0016"
"0.1300","0.0260","0.7449","0.0200","-0.0016"
"0.1350","0.0275","0.8112","0.0215","-0.0016"
"0.1400","0.0291","0.8772","0.0231","-0.0016"
"0.1450","0.0307","0.9435","0.0247","-0.0016"
"0.1500","0.0323","1.0102","0.0263","-0.0016"
"0.1550","0.0339","1.0779","0.0279","-0.0016"
"0.1600","0.0354","1.1477","0.0295","-0.0016"
"0.1650","0.0369","1.2192","0.0309","-0.0016"
"0.1700","0.0384","1.2914","0.0324","-0.0016"
"0.1750","0.0398","1.3632","0.0338","-0.0016"
"0.1800","0.0412","1.4344","0.0352","-0.0016"
"0.1850","0.0426","1.5057","0.0366","-0.0016"
"0.1900","0.0441","1.5767","0.0381","-0.0016"
"0.1950","0.0457","1.6475","0.0397","-0.0016"
"0.2000","0.0474","1.7189","0.0414","-0.0016"
"0.2050","0.0491","1.7908","0.0431","-0.0016"
"0.2100","0.0508","1.8640","0.0448","-0.0016"
"0.2150","0.0525","1.9386","0.0465","-0.0016"
"0.2200","0.0540","2.0145","0.0480","-0.0016"
"0.2250","0.0553","2.0911","0.0494","-0.0016"
"0.2300","0.0566","2.1675","0.0506","-0.0016"
"0.2350","0.0578","2.2421","0.0518","-0.0016"
"0.2400","0.0589","2.3137","0.0529","-0.0016"
"0.2450","0.0601","2.3813","0.0541","-0.0016"
"0.2500","0.0614","2.4452","0.0554","-0.0016"
"0.2550","0.0627","2.5062","0.0567","-0.0016"
"0.2600","0.0641","2.5654","0.0581","-0.0016"
"0.2650","0.0655","2.6244","0.0595","-0.0016"
"0.2700","0.0669","2.6836","0.0609","-0.0016"
"0.2750","0.0683","2.7436","0.0623","-0.0016"
"0.2800","0.0697","2.8043","0.0637","-0.0016"
"0.2850","0.0711","2.8660","0.0651","-0.0016"
"0.2900","0.0726","2.9294","0.0666","-0.0016"
"0.2950","0.0741","2.9939","0.0681","-0.0016"
"0.3000","0.0757","3.0595","0.0697","-0.0016"
"0.3050","0.0774","3.1264","0.0714","-0.0016"
"0.3100","0.0791","3.1951","0.0732","-0.0016"
"0.3150","0.0809","3.2662","0.0749","-0.0016"
"0.3200","0.0827","3.3397","0.0768","-0.0016"
"0.3250","0.0845","3.4156","0.0786","-0.0016"
"0.3300","0.0863","3.4932","0.0803","-0.0016"
"0.3350","0.0879","3.5721","0.0819","-0.0016"
"0.3400","0.0895","3.6540","0.0835","-0.0016"
"0.3450","0.0909","3.7396","0.0849","-0.0016"
"0.3500","0.0924","3.8288","0.0864","-0.0016"
"0.3550","0.0939","3.9216","0.0879","-0.0016"
"0.3600","0.0954","4.0190","0.0894","-0.0016"
"0.3650","0.0970","4.1224","0.0911","-0.0016"
"0.3700","0.0987","4.2326","0.0927","-0.0016"
"0.3750","0.1005","4.3508","0.0945","-0.0016"
"0.3800","0.1022","4.4777","0.0962","-0.0016"
"0.3850","0.1039","4.6131","0.0979","-0.0016"
"0.3900","0.1055","4.7562","0.0995","-0.0016"
"0.3950","0.1070","4.9051","0.1010","-0.0016"
"0.4000","0.1084","5.0578","0.1024","-0.0016"
"0.4050","0.1097","5.2110","0.1037","-0.0016"
"0.4100","0.1109","5.3629","0.1049","-0.0016"
"0.4150","0.1122","5.5121","0.1063","-0.0016"
"0.4200","0.1136","5.6582","0.1076","-0.0016"
"0.4250","0.1150","5.8019","0.1090","-0.0016"
"0.4300","0.1165","5.9445","0.1105","-0.0016"
"0.4350","0.1180","6.0875","0.1120","-0.0016"
"0.4400","0.1195","6.2325","0.1135","-0.0016"
"0.4450","0.1209","6.3798","0.1149","-0.0016"
"0.4500","0.1224","6.5297","0.1164","-0.0016"
"0.4550","0.1238","6.6816","0.1178","-0.0016"
"0.4600","0.1253","6.8351","0.1193","-0.0016"
"0.4650","0.1268","6.9898","0.1208","-0.0016"
"0.4700","0.1283","7.1458","0.1223","-0.0016"
"0.4750","0.1299","7.3046","0.1239","-0.0016"
"0.4800","0.1316","7.4678","0.1256","-0.0016"
"0.4850","0.1333","7.6352","0.1273","-0.0016"
"0.4900","0.1350","7.8081","0.1290","-0.0016"
"0.4950","0.1367","7.9876","0.1307","-0.0016"
"0.5000","0.1384","8.1716","0.1324","-0.0016"
"0.5050","0.1400","8.3591","0.1340","-0.0016"
"0.5100","0.1414","8.5476","0.1354","-0.0016"
"0.5150","0.1428","8.7348","0.1368","-0.0016"
"0.5200","0.1442","8.9182","0.1382","-0.0016"
"0.5250","0.1456","9.0973","0.1396","-0.0016"
"0.5300","0.1470","9.2724","0.1410","-0.0016"
"0.5350","0.1485","9.4438","0.1425","-0.0016"
"0.5400","0.1500","9.6140","0.1440","-0.0016"
"0.5450","0.1517","9.7857","0.1457","-0.0016"
"0.5500","0.1533","9.9611","0.1473","-0.0016"
"0.5550","0.1550","10.1421","0.1490","-0.0016"
"0.5600","0.1565","10.3287","0.1506","-0.0016"
"0.5650","0.1580","10.5191","0.1520","-0.0016"
"0.5700","0.1593","10.7103","0.1533","-0.0016"
"0.5750","0.1606","10.8994","0.1546","-0.0016"
"0.5800","0.1618","11.0844","0.1558","-0.0016"
"0.5850","0.1630","11.2634","0.1570","-0.0016"
