Time,Displacement,Force,Compressive displacement,voltage_1
0.0,0.0,0.0084,0.0,-0.0003
0.005,0.0,0.0079,0.0,-0.0003
0.01,0.0,0.0078,0.0,-0.0003
0.015,0.0,0.0072,0.0,-0.0003
0.02,0.0,0.0063,0.0,-0.0003
0.025,0.0,0.0055,0.0,-0.0003
0.03,0.0,0.0044,0.0,-0.0003
0.035,0.0,0.0044,0.0,-0.0003
0.04,0.0,0.0051,0.0,-0.0003
0.045,0.0,0.006,0.0,-0.0003
0.05,0.0001,0.0069,0.0001,-0.0003
0.055,0.0001,0.0077,0.0001,-0.0003
0.06,0.0002,0.008,0.0002,-0.0003
0.065,0.0003,0.0083,0.0003,-0.0003
0.07,0.0006,0.0095,0.0006,-0.0003
0.075,0.0011,0.0111,0.0011,-0.0003
0.08,0.0019,0.0127,0.0019,-0.0003
0.085,0.0029,0.0143,0.0029,-0.0003
0.09,0.0043,0.0153,0.0043,-0.0003
0.095,0.0058,0.0162,0.0058,-0.0003
0.1,0.0074,0.0167,0.0074,-0.0003
0.105,0.009,0.0166,0.009,-0.0003
0.11,0.0105,0.0159,0.0105,-0.0003
0.115,0.012,0.0149,0.012,-0.0003
0.12,0.0134,0.0138,0.0134,-0.0003
0.125,0.0149,0.0131,0.0149,-0.0003
0.13,0.0163,0.0129,0.0163,-0.0003
0.135,0.0178,0.0127,0.0178,-0.0003
0.14,0.0194,0.0119,0.0194,-0.0003
0.145,0.0209,0.0106,0.0209,-0.0003
0.15,0.0225,0.0095,0.0225,-0.0003
0.155,0.024,0.0087,0.024,-0.0003
0.16,0.0254,0.0079,0.0254,-0.0003
0.165,0.0268,0.0076,0.0268,-0.0003
0.17,0.0282,0.0068,0.0282,-0.0003
0.175,0.0296,0.0058,0.0296,-0.0003
0.18,0.0311,0.005,0.0311,-0.0003
0.185,0.0326,0.0051,0.0326,-0.0003
0.19,0.0342,0.0058,0.0342,-0.0003
0.195,0.0358,0.0065,0.0358,-0.0003
0.2,0.0375,0.0069,0.0375,-0.0003
0.205,0.0392,0.0079,0.0392,-0.0003
0.21,0.0407,0.0087,0.0407,-0.0003
0.215,0.0422,0.009,0.0422,-0.0003
0.22,0.0436,0.0086,0.0436,-0.0003
0.225,0.0448,0.0078,0.0448,-0.0003
0.23,0.0459,0.0073,0.0459,-0.0003
0.235,0.047,0.0078,0.047,-0.0003
0.24,0.0481,0.0084,0.0481,-0.0003
0.245,0.0493,0.0086,0.0493,-0.0003
0.25,0.0505,0.0091,0.0505,-0.0003
0.255,0.0518,0.0097,0.0518,-0.0003
