swing_phase, Sync, time, data
0, 0, 0.039089202880859375, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.04409289360046387, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.049257516860961914, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.054141998291015625, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.05911588668823242, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.06409311294555664, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.06907033920288086, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.07407927513122559, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.07912111282348633, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.08407735824584961, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.08910799026489258, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.09410810470581055, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.0990290641784668, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.10432744026184082, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.10935759544372559, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.11431455612182617, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.11922669410705566, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.12435221672058105, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.12925505638122559, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.13409662246704102, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.13941597938537598, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.1442275047302246, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.14911198616027832, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.15483498573303223, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.1591498851776123, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.1647803783416748, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
0, 0, 0.16907930374145508, 0.6859999895095825 0.6779999732971191 0.6299999952316284 0.7179999947547913 0.6439999938011169 0.699999988079071
