Time,Displacement,Force,Compressive displacement,voltage_1
0.0,0.1014,0.0186,0.0,-0.0016
0.005,0.1016,0.018,0.0001,-0.0016
0.01,0.1014,0.0175,-0.0001,-0.0016
0.015,0.1016,0.0175,0.0001,-0.0016
0.02,0.1014,0.0168,-0.0001,-0.0016
0.025,0.1016,0.0163,0.0001,-0.0016
0.03,0.1014,0.016,0.0,-0.0016
0.035,0.1016,0.0161,0.0001,-0.0016
0.04,0.1015,0.016,0.0,-0.0016
0.045,0.1017,0.0167,0.0002,-0.0016
0.05,0.1017,0.0167,0.0002,-0.0016
0.055,0.1019,0.0172,0.0004,-0.0016
0.06,0.102,0.0177,0.0006,-0.0016
0.065,0.1024,0.0176,0.0009,-0.0016
0.07,0.1029,0.0183,0.0014,-0.0016
0.075,0.1038,0.0216,0.0023,-0.0016
0.08,0.105,0.0295,0.0035,-0.0016
0.085,0.1066,0.0419,0.0051,-0.0016
0.09,0.1084,0.0613,0.0069,-0.0016
0.095,0.1102,0.087,0.0087,-0.0016
0.1,0.1119,0.1192,0.0104,-0.0016
0.105,0.1135,0.1569,0.012,-0.0016
0.11,0.1149,0.1985,0.0134,-0.0016
0.115,0.1162,0.2426,0.0147,-0.0016
0.12,0.1175,0.2874,0.016,-0.0016
0.125,0.1189,0.3333,0.0174,-0.0016
0.13,0.1203,0.3802,0.0188,-0.0016
0.135,0.1219,0.427,0.0204,-0.0016
0.14,0.1234,0.4742,0.0219,-0.0016
0.145,0.1249,0.5219,0.0234,-0.0016
0.15,0.1264,0.57,0.0249,-0.0016
0.155,0.1279,0.6182,0.0264,-0.0016
0.16,0.1294,0.6664,0.0279,-0.0016
0.165,0.1309,0.7149,0.0294,-0.0016
0.17,0.1325,0.7642,0.031,-0.0016
0.175,0.1341,0.8149,0.0326,-0.0016
0.18,0.1357,0.8661,0.0342,-0.0016
0.185,0.1374,0.9184,0.0359,-0.0016
0.19,0.1391,0.9719,0.0377,-0.0016
0.195,0.1409,1.0266,0.0394,-0.0016
0.2,0.1426,1.082,0.0411,-0.0016
0.205,0.1441,1.1392,0.0427,-0.0016
0.21,0.1456,1.198,0.0442,-0.0016
0.215,0.147,1.2569,0.0456,-0.0016
0.22,0.1484,1.3143,0.0469,-0.0016
0.225,0.1498,1.3705,0.0483,-0.0016
0.23,0.1512,1.4248,0.0497,-0.0016
0.235,0.1526,1.4774,0.0511,-0.0016
0.24,0.1541,1.5292,0.0526,-0.0016
0.245,0.1557,1.5808,0.0542,-0.0016
0.25,0.1573,1.6336,0.0558,-0.0016
0.255,0.159,1.6878,0.0575,-0.0016
0.26,0.1606,1.7431,0.0591,-0.0016
0.265,0.1622,1.7994,0.0607,-0.0016
0.27,0.1636,1.8558,0.0621,-0.0016
0.275,0.1649,1.9121,0.0635,-0.0016
0.28,0.1662,1.9673,0.0647,-0.0016
0.285,0.1674,2.0208,0.0659,-0.0016
0.29,0.1686,2.0723,0.0671,-0.0016
0.295,0.1699,2.1219,0.0684,-0.0016
0.3,0.1712,2.1702,0.0697,-0.0016
0.305,0.1726,2.2178,0.0711,-0.0016
0.31,0.174,2.2648,0.0725,-0.0016
0.315,0.1755,2.3126,0.074,-0.0016
0.32,0.1769,2.3613,0.0755,-0.0016
0.325,0.1784,2.4113,0.0769,-0.0016
0.33,0.1798,2.4627,0.0783,-0.0016
0.335,0.1813,2.5153,0.0798,-0.0016
0.34,0.1827,2.5695,0.0812,-0.0016
0.345,0.1843,2.6252,0.0828,-0.0016
0.35,0.1859,2.6828,0.0844,-0.0016
0.355,0.1875,2.7428,0.0861,-0.0016
0.36,0.1893,2.8059,0.0878,-0.0016
0.365,0.191,2.8731,0.0895,-0.0016
0.37,0.1928,2.9452,0.0913,-0.0016
0.375,0.1945,3.0216,0.093,-0.0016
0.38,0.1962,3.1012,0.0947,-0.0016
0.385,0.1977,3.1824,0.0963,-0.0016
0.39,0.1992,3.2639,0.0977,-0.0016
0.395,0.2006,3.3443,0.0991,-0.0016
0.4,0.202,3.4231,0.1005,-0.0016
0.405,0.2034,3.5002,0.1019,-0.0016
0.41,0.2049,3.576,0.1034,-0.0016
0.415,0.2064,3.6516,0.105,-0.0016
0.42,0.208,3.7269,0.1066,-0.0016
0.425,0.2097,3.8026,0.1082,-0.0016
0.43,0.2113,3.8795,0.1098,-0.0016
0.435,0.2129,3.9578,0.1114,-0.0016
0.44,0.2144,4.0379,0.1129,-0.0016
0.445,0.2157,4.1181,0.1142,-0.0016
0.45,0.217,4.1973,0.1155,-0.0016
0.455,0.2182,4.275,0.1167,-0.0016
0.46,0.2194,4.3494,0.1179,-0.0016
0.465,0.2206,4.4203,0.1191,-0.0016
0.47,0.2218,4.4874,0.1203,-0.0016
0.475,0.2231,4.5516,0.1216,-0.0016
0.48,0.2244,4.614,0.1229,-0.0016
0.485,0.2258,4.6762,0.1243,-0.0016
0.49,0.2272,4.7396,0.1258,-0.0016
0.495,0.2287,4.8057,0.1272,-0.0016
0.5,0.23,4.8746,0.1285,-0.0016
0.505,0.2314,4.9449,0.1299,-0.0016
0.51,0.2327,5.0165,0.1312,-0.0016
0.515,0.2341,5.0894,0.1326,-0.0016
0.52,0.2355,5.163,0.134,-0.0016
0.525,0.237,5.2383,0.1355,-0.0016
0.53,0.2386,5.3165,0.1371,-0.0016
0.535,0.2402,5.3975,0.1387,-0.0016
0.54,0.2419,5.4815,0.1404,-0.0016
0.545,0.2436,5.5692,0.1421,-0.0016
0.55,0.2453,5.6602,0.1438,-0.0016
0.555,0.247,5.755,0.1456,-0.0016
0.56,0.2487,5.8531,0.1472,-0.0016
0.565,0.2502,5.9535,0.1487,-0.0016
0.57,0.2517,6.0547,0.1503,-0.0016
0.575,0.2532,6.1562,0.1517,-0.0016
0.58,0.2547,6.2564,0.1532,-0.0016
0.585,0.2562,6.3558,0.1547,-0.0016
0.59,0.2577,6.4548,0.1562,-0.0016
0.595,0.2592,6.5534,0.1578,-0.0016
0.6,0.2609,6.6531,0.1594,-0.0016
0.605,0.2626,6.7555,0.1611,-0.0016
0.61,0.2642,6.8606,0.1627,-0.0016
0.615,0.2658,6.9683,0.1643,-0.0016
0.62,0.2672,7.0787,0.1658,-0.0016
0.625,0.2686,7.1906,0.1671,-0.0016
0.63,0.2699,7.3017,0.1684,-0.0016
0.635,0.2711,7.4098,0.1696,-0.0016
0.64,0.2723,7.5142,0.1708,-0.0016
0.645,0.2736,7.6146,0.1721,-0.0016
0.65,0.2749,7.7116,0.1734,-0.0016
0.655,0.2763,7.8074,0.1749,-0.0016
0.66,0.2778,7.9037,0.1764,-0.0016
0.665,0.2794,8.002,0.1779,-0.0016
0.67,0.2809,8.1028,0.1794,-0.0016
0.675,0.2824,8.2068,0.1809,-0.0016
0.68,0.2839,8.314,0.1824,-0.0016
0.685,0.2854,8.4243,0.1839,-0.0016
0.69,0.2869,8.5372,0.1854,-0.0016
0.695,0.2885,8.6536,0.187,-0.0016
0.7,0.2902,8.7729,0.1887,-0.0016
0.705,0.2919,8.8954,0.1904,-0.0016
0.71,0.2936,9.0222,0.1921,-0.0016
0.715,0.2953,9.1529,0.1938,-0.0016
0.72,0.2971,9.2875,0.1956,-0.0016
0.725,0.2988,9.4256,0.1973,-0.0016
0.73,0.3005,9.5674,0.199,-0.0016
0.735,0.3021,9.7113,0.2007,-0.0016
0.74,0.3037,9.8565,0.2022,-0.0016
0.745,0.3052,10.0003,0.2037,-0.0016
0.75,0.3067,10.1414,0.2052,-0.0016
0.755,0.3082,10.2801,0.2067,-0.0016
