Time,Displacement,Force,Compressive displacement,voltage_1
(s),(mm),(N),(mm),(V)
"0.0000","0.1014","0.0186","0.0000","-0.0016"
"0.0050","0.1016","0.0180","0.0001","-0.0016"
"0.0100","0.1014","0.0175","-0.0001","-0.0016"
"0.0150","0.1016","0.0175","0.0001","-0.0016"
"0.0200","0.1014","0.0168","-0.0001","-0.0016"
"0.0250","0.1016","0.0163","0.0001","-0.0016"
"0.0300","0.1014","0.0160","0.0000","-0.0016"
"0.0350","0.1016","0.0161","0.0001","-0.0016"
"0.0400","0.1015","0.0160","0.0000","-0.0016"
"0.0450","0.1017","0.0167","0.0002","-0.0016"
"0.0500","0.1017","0.0167","0.0002","-0.0016"
"0.0550","0.1019","0.0172","0.0004","-0.0016"
"0.0600","0.1020","0.0177","0.0006","-0.0016"
"0.0650","0.1024","0.0176","0.0009","-0.0016"
"0.0700","0.1029","0.0183","0.0014","-0.0016"
"0.0750","0.1038","0.0216","0.0023","-0.0016"
"0.0800","0.1050","0.0295","0.0035","-0.0016"
"0.0850","0.1066","0.0419","0.0051","-0.0016"
"0.0900","0.1084","0.0613","0.0069","-0.0016"
"0.0950","0.1102","0.0870","0.0087","-0.0016"
"0.1000","0.1119","0.1192","0.0104","-0.0016"
"0.1050","0.1135","0.1569","0.0120","-0.0016"
"0.1100","0.1149","0.1985","0.0134","-0.0016"
"0.1150","0.1162","0.2426","0.0147","-0.0016"
"0.1200","0.1175","0.2874","0.0160","-0.0016"
"0.1250","0.1189","0.3333","0.0174","-0.0016"
"0.1300","0.1203","0.3802","0.0188","-0.0016"
"0.1350","0.1219","0.4270","0.0204","-0.0016"
"0.1400","0.1234","0.4742","0.0219","-0.0016"
"0.1450","0.1249","0.5219","0.0234","-0.0016"
"0.1500","0.1264","0.5700","0.0249","-0.0016"
"0.1550","0.1279","0.6182","0.0264","-0.0016"
"0.1600","0.1294","0.6664","0.0279","-0.0016"
"0.1650","0.1309","0.7149","0.0294","-0.0016"
"0.1700","0.1325","0.7642","0.0310","-0.0016"
"0.1750","0.1341","0.8149","0.0326","-0.0016"
"0.1800","0.1357","0.8661","0.0342","-0.0016"
"0.1850","0.1374","0.9184","0.0359","-0.0016"
"0.1900","0.1391","0.9719","0.0377","-0.0016"
"0.1950","0.1409","1.0266","0.0394","-0.0016"
"0.2000","0.1426","1.0820","0.0411","-0.0016"
"0.2050","0.1441","1.1392","0.0427","-0.0016"
"0.2100","0.1456","1.1980","0.0442","-0.0016"
"0.2150","0.1470","1.2569","0.0456","-0.0016"
"0.2200","0.1484","1.3143","0.0469","-0.0016"
"0.2250","0.1498","1.3705","0.0483","-0.0016"
"0.2300","0.1512","1.4248","0.0497","-0.0016"
"0.2350","0.1526","1.4774","0.0511","-0.0016"
"0.2400","0.1541","1.5292","0.0526","-0.0016"
