Time,Displacement,Force,Compressive displacement,voltage_1
0.0,0.1676,0.0131,0.0,-0.0016
0.005,0.1676,0.0136,0.0,-0.0016
0.01,0.1676,0.014,0.0,-0.0016
0.015,0.1676,0.0143,0.0,-0.0016
0.02,0.1676,0.0147,0.0,-0.0016
0.025,0.1676,0.0147,0.0,-0.0016
0.03,0.1676,0.0144,0.0,-0.0016
0.035,0.1676,0.0142,0.0,-0.0016
0.04,0.1676,0.014,0.0,-0.0016
0.045,0.1677,0.0138,0.0,-0.0016
0.05,0.1677,0.0139,0.0001,-0.0016
0.055,0.1679,0.0146,0.0003,-0.0016
0.06,0.1683,0.016,0.0007,-0.0016
0.065,0.1689,0.0187,0.0013,-0.0016
0.07,0.1697,0.0227,0.002,-0.0016
0.075,0.1707,0.0296,0.0031,-0.0016
0.08,0.172,0.04,0.0044,-0.0016
0.085,0.1735,0.0547,0.0059,-0.0016
0.09,0.1752,0.0743,0.0076,-0.0016
0.095,0.177,0.0992,0.0094,-0.0016
0.1,0.1789,0.1296,0.0113,-0.0016
0.105,0.1808,0.1646,0.0131,-0.0016
0.11,0.1827,0.2036,0.015,-0.0016
0.115,0.1845,0.247,0.0169,-0.0016
0.12,0.1862,0.2945,0.0185,-0.0016
0.125,0.1877,0.3437,0.02,-0.0016
0.13,0.189,0.3927,0.0214,-0.0016
0.135,0.1902,0.4416,0.0226,-0.0016
0.14,0.1914,0.4894,0.0237,-0.0016
0.145,0.1926,0.5351,0.0249,-0.0016
0.15,0.1938,0.5788,0.0261,-0.0016
0.155,0.1951,0.6208,0.0274,-0.0016
0.16,0.1964,0.6616,0.0288,-0.0016
0.165,0.1979,0.7013,0.0302,-0.0016
0.17,0.1994,0.7406,0.0317,-0.0016
0.175,0.2009,0.7803,0.0332,-0.0016
0.18,0.2023,0.8202,0.0347,-0.0016
0.185,0.2038,0.8605,0.0362,-0.0016
0.19,0.2053,0.9015,0.0376,-0.0016
0.195,0.2067,0.9434,0.0391,-0.0016
0.2,0.2082,0.9865,0.0406,-0.0016
0.205,0.2098,1.0308,0.0422,-0.0016
0.21,0.2115,1.0776,0.0438,-0.0016
0.215,0.2132,1.1278,0.0455,-0.0016
0.22,0.2149,1.1806,0.0473,-0.0016
0.225,0.2166,1.2356,0.049,-0.0016
0.23,0.2183,1.2928,0.0507,-0.0016
0.235,0.22,1.3519,0.0523,-0.0016
0.24,0.2216,1.4128,0.0539,-0.0016
0.245,0.2231,1.4748,0.0554,-0.0016
0.25,0.2245,1.5384,0.0569,-0.0016
0.255,0.226,1.6037,0.0583,-0.0016
0.26,0.2274,1.6702,0.0598,-0.0016
0.265,0.2289,1.7364,0.0612,-0.0016
0.27,0.2304,1.8031,0.0627,-0.0016
0.275,0.2319,1.8713,0.0643,-0.0016
0.28,0.2336,1.9415,0.0659,-0.0016
0.285,0.2352,2.014,0.0676,-0.0016
0.29,0.2368,2.0897,0.0692,-0.0016
0.295,0.2383,2.1684,0.0707,-0.0016
0.3,0.2397,2.2489,0.0721,-0.0016
0.305,0.241,2.3297,0.0733,-0.0016
0.31,0.2422,2.4111,0.0745,-0.0016
0.315,0.2433,2.492,0.0757,-0.0016
0.32,0.2445,2.5715,0.0768,-0.0016
0.325,0.2456,2.6496,0.078,-0.0016
0.33,0.2469,2.7271,0.0792,-0.0016
0.335,0.2482,2.8045,0.0805,-0.0016
0.34,0.2495,2.8827,0.0819,-0.0016
0.345,0.2509,2.9636,0.0833,-0.0016
0.35,0.2523,3.0475,0.0847,-0.0016
0.355,0.2537,3.1346,0.086,-0.0016
0.36,0.255,3.224,0.0873,-0.0016
0.365,0.2563,3.3147,0.0887,-0.0016
0.37,0.2577,3.4068,0.09,-0.0016
0.375,0.2591,3.5009,0.0914,-0.0016
0.38,0.2606,3.5981,0.093,-0.0016
0.385,0.2623,3.6991,0.0946,-0.0016
0.39,0.264,3.8063,0.0964,-0.0016
0.395,0.2658,3.9203,0.0982,-0.0016
0.4,0.2677,4.042,0.1001,-0.0016
0.405,0.2696,4.1721,0.102,-0.0016
0.41,0.2716,4.3109,0.1039,-0.0016
0.415,0.2734,4.4583,0.1058,-0.0016
0.42,0.2751,4.6119,0.1075,-0.0016
0.425,0.2768,4.7686,0.1091,-0.0016
0.43,0.2783,4.926,0.1107,-0.0016
0.435,0.2799,5.0826,0.1123,-0.0016
0.44,0.2815,5.2364,0.1139,-0.0016
0.445,0.2832,5.3883,0.1155,-0.0017
0.45,0.2848,5.5384,0.1172,-0.0017
0.455,0.2864,5.6866,0.1188,-0.0016
0.46,0.288,5.8339,0.1204,-0.0016
0.465,0.2895,5.9797,0.1219,-0.0016
0.47,0.2909,6.1227,0.1232,-0.0016
0.475,0.2921,6.2617,0.1244,-0.0016
0.48,0.2932,6.3953,0.1256,-0.0016
0.485,0.2943,6.5226,0.1267,-0.0016
0.49,0.2955,6.6431,0.1278,-0.0016
0.495,0.2966,6.7577,0.129,-0.0016
0.5,0.2978,6.8672,0.1302,-0.0016
0.505,0.2991,6.9738,0.1314,-0.0016
0.51,0.3004,7.0795,0.1327,-0.0016
0.515,0.3018,7.1857,0.1341,-0.0016
0.52,0.3032,7.2942,0.1356,-0.0016
0.525,0.3047,7.4066,0.137,-0.0016
0.53,0.3061,7.5238,0.1384,-0.0016
0.535,0.3075,7.6462,0.1398,-0.0016
0.54,0.3089,7.7735,0.1412,-0.0016
0.545,0.3104,7.9052,0.1427,-0.0016
0.55,0.3119,8.0409,0.1443,-0.0016
0.555,0.3135,8.1815,0.1459,-0.0016
0.56,0.3151,8.3271,0.1475,-0.0016
0.565,0.3168,8.4777,0.1492,-0.0016
0.57,0.3185,8.6342,0.1509,-0.0016
0.575,0.3203,8.7959,0.1526,-0.0016
0.58,0.322,8.9626,0.1544,-0.0016
0.585,0.3237,9.1336,0.156,-0.0016
0.59,0.3252,9.3079,0.1576,-0.0016
0.595,0.3267,9.4829,0.1591,-0.0016
0.6,0.3282,9.6556,0.1605,-0.0016
0.605,0.3296,9.8242,0.1619,-0.0016
0.61,0.331,9.9886,0.1633,-0.0016
0.615,0.3324,10.149,0.1648,-0.0016
0.62,0.334,10.3056,0.1663,-0.0016
0.625,0.3356,10.4611,0.1679,-0.0016
0.63,0.3372,10.6178,0.1696,-0.0016
0.635,0.3389,10.7771,0.1712,-0.0016
0.64,0.3405,10.9401,0.1729,-0.0016
0.645,0.3421,11.1072,0.1745,-0.0016
0.65,0.3436,11.2773,0.176,-0.0016
0.655,0.345,11.4487,0.1773,-0.0016
0.66,0.3462,11.6171,0.1786,-0.0016
0.665,0.3474,11.7794,0.1798,-0.0016
0.67,0.3486,11.9352,0.1809,-0.0017
0.675,0.3498,12.0832,0.1821,-0.0017
0.68,0.3511,12.2248,0.1834,-0.0017
0.685,0.3524,12.3624,0.1848,-0.0016
0.69,0.3538,12.4992,0.1862,-0.0016
0.695,0.3553,12.6373,0.1876,-0.0016
0.7,0.3567,12.7784,0.1891,-0.0016
0.705,0.3582,12.9239,0.1905,-0.0016
0.71,0.3596,13.0739,0.192,-0.0016
0.715,0.3612,13.2289,0.1935,-0.0016
0.72,0.3627,13.3887,0.195,-0.0016
0.725,0.3642,13.5538,0.1966,-0.0016
0.73,0.3659,13.7244,0.1982,-0.0016
0.735,0.3676,13.9012,0.1999,-0.0017
0.74,0.3693,14.0843,0.2016,-0.0017
0.745,0.371,14.2739,0.2034,-0.0017
0.75,0.3728,14.4692,0.2051,-0.0017
0.755,0.3745,14.6697,0.2069,-0.0017
0.76,0.3762,14.8749,0.2085,-0.0017
0.765,0.3777,15.0827,0.2101,-0.0017
0.77,0.3792,15.29,0.2115,-0.0017
0.775,0.3806,15.4933,0.213,-0.0017
0.78,0.382,15.691,0.2144,-0.0017
0.785,0.3835,15.8836,0.2159,-0.0016
0.79,0.3851,16.0725,0.2174,-0.0016
0.795,0.3866,16.2591,0.219,-0.0016
0.8,0.3883,16.4456,0.2206,-0.0016
0.805,0.39,16.6346,0.2224,-0.0016
0.81,0.3917,16.8287,0.2241,-0.0016
0.815,0.3934,17.0279,0.2257,-0.0016
0.82,0.395,17.2318,0.2273,-0.0016
0.825,0.3964,17.4378,0.2288,-0.0016
0.83,0.3978,17.6435,0.2302,-0.0016
