Time,Displacement,Force,Compressive displacement,voltage_1
0.0,0.0037,0.009,0.0001,-0.0003
0.005,0.0038,0.0082,0.0001,-0.0003
0.01,0.0038,0.0078,0.0001,-0.0003
0.015,0.0038,0.0073,0.0001,-0.0003
0.02,0.0038,0.0063,0.0002,-0.0003
0.025,0.0039,0.0063,0.0002,-0.0003
0.03,0.0039,0.0064,0.0002,-0.0003
0.035,0.0039,0.0062,0.0002,-0.0003
0.04,0.004,0.0057,0.0003,-0.0003
0.045,0.0042,0.006,0.0006,-0.0003
0.05,0.0048,0.0071,0.0012,-0.0003
0.055,0.0057,0.008,0.0021,-0.0003
0.06,0.0069,0.0093,0.0032,-0.0003
0.065,0.0083,0.0108,0.0046,-0.0003
0.07,0.0097,0.0122,0.0061,-0.0003
0.075,0.0113,0.013,0.0077,-0.0003
0.08,0.013,0.0145,0.0093,-0.0003
0.085,0.0147,0.0199,0.011,-0.0003
0.09,0.0164,0.0307,0.0127,-0.0003
0.095,0.018,0.0474,0.0143,-0.0003
0.1,0.0195,0.0702,0.0158,-0.0003
0.105,0.0209,0.0986,0.0172,-0.0003
0.11,0.0222,0.1314,0.0186,-0.0003
0.115,0.0235,0.1675,0.0198,-0.0003
0.12,0.0249,0.2062,0.0212,-0.0003
0.125,0.0262,0.2472,0.0226,-0.0003
0.13,0.0277,0.2905,0.024,-0.0003
0.135,0.0292,0.3351,0.0255,-0.0003
0.14,0.0308,0.3807,0.0271,-0.0003
0.145,0.0323,0.4278,0.0287,-0.0003
0.15,0.0339,0.4763,0.0302,-0.0003
0.155,0.0354,0.526,0.0318,-0.0003
0.16,0.0368,0.5768,0.0332,-0.0003
0.165,0.0381,0.6277,0.0344,-0.0003
0.17,0.0392,0.6772,0.0355,-0.0003
0.175,0.0402,0.7258,0.0365,-0.0003
0.18,0.0412,0.7728,0.0375,-0.0003
0.185,0.0422,0.8167,0.0385,-0.0003
0.19,0.0433,0.8586,0.0397,-0.0003
0.195,0.0445,0.8992,0.0409,-0.0003
0.2,0.0459,0.9387,0.0422,-0.0003
0.205,0.0473,0.9781,0.0436,-0.0003
0.21,0.0488,1.0186,0.0451,-0.0003
0.215,0.0503,1.061,0.0466,-0.0003
0.22,0.0518,1.105,0.0481,-0.0003
0.225,0.0534,1.1523,0.0497,-0.0003
0.23,0.0549,1.2025,0.0512,-0.0003
0.235,0.0564,1.2539,0.0527,-0.0003
0.24,0.058,1.3066,0.0543,-0.0003
0.245,0.0596,1.3609,0.0559,-0.0003
0.25,0.0613,1.4163,0.0576,-0.0003
0.255,0.0631,1.4726,0.0594,-0.0003
0.26,0.0649,1.5314,0.0612,-0.0003
0.265,0.0667,1.5923,0.0631,-0.0003
0.27,0.0686,1.6544,0.0649,-0.0003
0.275,0.0703,1.7178,0.0666,-0.0003
0.28,0.072,1.7819,0.0683,-0.0003
0.285,0.0735,1.8463,0.0698,-0.0003
0.29,0.075,1.9125,0.0713,-0.0003
0.295,0.0764,1.9826,0.0728,-0.0003
0.3,0.0779,2.0566,0.0742,-0.0003
0.305,0.0794,2.1356,0.0758,-0.0003
0.31,0.081,2.2196,0.0774,-0.0003
0.315,0.0827,2.3088,0.079,-0.0003
0.32,0.0844,2.4041,0.0807,-0.0003
0.325,0.0861,2.5059,0.0824,-0.0003
0.33,0.0877,2.6139,0.084,-0.0003
0.335,0.0892,2.7264,0.0855,-0.0003
0.34,0.0906,2.8414,0.0869,-0.0003
0.345,0.0919,2.9569,0.0882,-0.0003
0.35,0.093,3.0699,0.0893,-0.0003
0.355,0.0942,3.1797,0.0905,-0.0003
0.36,0.0955,3.286,0.0918,-0.0003
0.365,0.0968,3.3898,0.0931,-0.0003
0.37,0.0982,3.4905,0.0945,-0.0003
0.375,0.0997,3.5908,0.096,-0.0003
0.38,0.1012,3.693,0.0975,-0.0003
0.385,0.1028,3.798,0.0991,-0.0003
0.39,0.1044,3.9073,0.1007,-0.0003
0.395,0.1059,4.0218,0.1023,-0.0003
0.4,0.1074,4.1402,0.1038,-0.0003
0.405,0.1089,4.2618,0.1053,-0.0003
0.41,0.1105,4.3857,0.1068,-0.0003
0.415,0.1121,4.5124,0.1084,-0.0003
0.42,0.1138,4.6421,0.1101,-0.0003
0.425,0.1155,4.7757,0.1118,-0.0003
0.43,0.1172,4.9134,0.1135,-0.0003
0.435,0.119,5.0562,0.1153,-0.0003
0.44,0.1207,5.2035,0.1171,-0.0003
0.445,0.1224,5.3553,0.1187,-0.0003
0.45,0.124,5.5103,0.1203,-0.0003
0.455,0.1254,5.6654,0.1218,-0.0003
0.46,0.1268,5.8184,0.1232,-0.0003
0.465,0.1282,5.9683,0.1246,-0.0003
0.47,0.1297,6.1141,0.126,-0.0003
0.475,0.1311,6.2565,0.1275,-0.0003
0.48,0.1327,6.3962,0.129,-0.0003
0.485,0.1343,6.5346,0.1306,-0.0003
0.49,0.1359,6.6737,0.1322,-0.0003
0.495,0.1375,6.8152,0.1339,-0.0003
0.5,0.1392,6.9604,0.1355,-0.0003
0.505,0.1407,7.1088,0.137,-0.0003
0.51,0.1421,7.2584,0.1384,-0.0003
0.515,0.1434,7.4081,0.1397,-0.0003
0.52,0.1447,7.5561,0.141,-0.0003
0.525,0.1459,7.7017,0.1422,-0.0003
0.53,0.1471,7.8445,0.1434,-0.0003
0.535,0.1483,7.9836,0.1446,-0.0003
0.54,0.1496,8.1203,0.146,-0.0003
0.545,0.151,8.2568,0.1474,-0.0003
0.55,0.1525,8.3944,0.1488,-0.0003
0.555,0.154,8.5349,0.1504,-0.0003
0.56,0.1555,8.6798,0.1519,-0.0003
0.565,0.157,8.8288,0.1534,-0.0003
0.57,0.1585,8.9812,0.1548,-0.0003
0.575,0.16,9.1361,0.1563,-0.0003
0.58,0.1615,9.2939,0.1578,-0.0003
0.585,0.1631,9.4544,0.1594,-0.0003
0.59,0.1647,9.6163,0.1611,-0.0003
0.595,0.1664,9.7793,0.1627,-0.0003
0.6,0.168,9.9447,0.1644,-0.0003
0.605,0.1697,10.1136,0.1661,-0.0003
0.61,0.1715,10.2858,0.1678,-0.0003
0.615,0.1732,10.4618,0.1695,-0.0003
0.62,0.1747,10.6415,0.1711,-0.0003
0.625,0.1763,10.8231,0.1726,-0.0003
0.63,0.1777,11.0045,0.174,-0.0003
0.635,0.1792,11.1833,0.1755,-0.0003
0.64,0.1807,11.3596,0.177,-0.0003
0.645,0.1821,11.533,0.1785,-0.0003
0.65,0.1837,11.7035,0.18,-0.0003
0.655,0.1853,11.8727,0.1817,-0.0003
0.66,0.1871,12.0431,0.1834,-0.0003
0.665,0.1889,12.2182,0.1852,-0.0003
0.67,0.1906,12.3982,0.1869,-0.0003
0.675,0.1923,12.5831,0.1886,-0.0003
0.68,0.1938,12.7711,0.1901,-0.0003
