Time,Displacement,Force,Compressive displacement,voltage_1
(s),(mm),(N),(mm),(V)
"0.0000","0.2035","0.0182","-0.0001","-0.0016"
"0.0050","0.2035","0.0180","0.0000","-0.0016"
"0.0100","0.2035","0.0181","0.0000","-0.0016"
"0.0150","0.2035","0.0182","0.0000","-0.0016"
"0.0200","0.2036","0.0182","0.0001","-0.0016"
"0.0250","0.2035","0.0179","-0.0001","-0.0016"
"0.0300","0.2036","0.0172","0.0001","-0.0016"
"0.0350","0.2034","0.0169","-0.0001","-0.0016"
"0.0400","0.2037","0.0175","0.0002","-0.0016"
"0.0450","0.2036","0.0175","0.0001","-0.0016"
"0.0500","0.2038","0.0173","0.0003","-0.0016"
"0.0550","0.2039","0.0166","0.0004","-0.0016"
"0.0600","0.2041","0.0170","0.0006","-0.0016"
"0.0650","0.2046","0.0184","0.0011","-0.0016"
"0.0700","0.2053","0.0213","0.0018","-0.0016"
"0.0750","0.2063","0.0263","0.0028","-0.0016"
"0.0800","0.2076","0.0339","0.0041","-0.0016"
"0.0850","0.2092","0.0452","0.0057","-0.0016"
"0.0900","0.2111","0.0611","0.0075","-0.0016"
"0.0950","0.2130","0.0820","0.0095","-0.0016"
"0.1000","0.2150","0.1077","0.0115","-0.0016"
"0.1050","0.2169","0.1385","0.0134","-0.0016"
"0.1100","0.2186","0.1737","0.0151","-0.0016"
"0.1150","0.2202","0.2121","0.0167","-0.0016"
"0.1200","0.2217","0.2514","0.0182","-0.0016"
"0.1250","0.2232","0.2910","0.0197","-0.0016"
"0.1300","0.2247","0.3300","0.0212","-0.0016"
"0.1350","0.2262","0.3683","0.0227","-0.0016"
"0.1400","0.2278","0.4058","0.0243","-0.0016"
"0.1450","0.2294","0.4425","0.0259","-0.0016"
"0.1500","0.2311","0.4794","0.0275","-0.0016"
"0.1550","0.2327","0.5156","0.0291","-0.0016"
"0.1600","0.2342","0.5512","0.0307","-0.0016"
"0.1650","0.2357","0.5860","0.0322","-0.0016"
"0.1700","0.2370","0.6200","0.0335","-0.0016"
"0.1750","0.2383","0.6525","0.0348","-0.0016"
"0.1800","0.2395","0.6832","0.0360","-0.0016"
"0.1850","0.2407","0.7129","0.0372","-0.0016"
"0.1900","0.2420","0.7421","0.0385","-0.0016"
"0.1950","0.2433","0.7710","0.0398","-0.0016"
"0.2000","0.2446","0.7996","0.0411","-0.0016"
"0.2050","0.2461","0.8286","0.0426","-0.0016"
"0.2100","0.2476","0.8577","0.0441","-0.0016"
"0.2150","0.2491","0.8875","0.0456","-0.0016"
"0.2200","0.2506","0.9185","0.0470","-0.0016"
"0.2250","0.2520","0.9506","0.0485","-0.0016"
"0.2300","0.2534","0.9838","0.0499","-0.0016"
"0.2350","0.2549","1.0184","0.0514","-0.0016"
"0.2400","0.2564","1.0544","0.0528","-0.0016"
"0.2450","0.2579","1.0920","0.0544","-0.0016"
"0.2500","0.2594","1.1310","0.0559","-0.0016"
"0.2550","0.2610","1.1712","0.0575","-0.0016"
"0.2600","0.2627","1.2130","0.0592","-0.0016"
"0.2650","0.2643","1.2565","0.0608","-0.0016"
"0.2700","0.2659","1.3017","0.0624","-0.0016"
"0.2750","0.2676","1.3489","0.0640","-0.0016"
"0.2800","0.2691","1.3974","0.0656","-0.0016"
"0.2850","0.2706","1.4465","0.0670","-0.0016"
"0.2900","0.2719","1.4955","0.0684","-0.0016"
"0.2950","0.2733","1.5433","0.0698","-0.0016"
"0.3000","0.2747","1.5913","0.0711","-0.0016"
"0.3050","0.2761","1.6394","0.0726","-0.0016"
"0.3100","0.2776","1.6865","0.0740","-0.0016"
"0.3150","0.2791","1.7331","0.0756","-0.0016"
"0.3200","0.2807","1.7800","0.0772","-0.0016"
"0.3250","0.2823","1.8268","0.0788","-0.0016"
"0.3300","0.2840","1.8747","0.0805","-0.0016"
"0.3350","0.2856","1.9234","0.0821","-0.0016"
"0.3400","0.2871","1.9727","0.0836","-0.0016"
"0.3450","0.2885","2.0219","0.0850","-0.0016"
"0.3500","0.2897","2.0708","0.0862","-0.0016"
"0.3550","0.2909","2.1189","0.0873","-0.0016"
"0.3600","0.2920","2.1653","0.0885","-0.0016"
"0.3650","0.2931","2.2101","0.0896","-0.0016"
"0.3700","0.2943","2.2527","0.0908","-0.0016"
