swing_phase, Sync, time, data
0, 0, 0.0424344539642334, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7139999866485596
0, 0, 0.04738497734069824, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7139999866485596
0, 0, 0.05237412452697754, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7120000123977661
0, 0, 0.05732154846191406, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7139999866485596
0, 0, 0.06235527992248535, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7139999866485596
0, 0, 0.06735062599182129, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7139999866485596
0, 0, 0.07256865501403809, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7139999866485596
0, 0, 0.07732081413269043, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7120000123977661
0, 0, 0.08232784271240234, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7139999866485596
0, 0, 0.08736085891723633, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7120000123977661
0, 0, 0.0923614501953125, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7139999866485596
0, 0, 0.0973203182220459, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7139999866485596
0, 0, 0.10234522819519043, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7120000123977661
0, 0, 0.10746121406555176, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7139999866485596
0, 0, 0.1124277114868164, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7139999866485596
0, 0, 0.11742830276489258, 0.6480000019073486 0.6240000128746033 0.6240000128746033 0.6320000290870667 0.6420000195503235 0.7139999866485596
