Time,Displacement,Force,Compressive displacement,voltage_1
(s),(mm),(N),(mm),(V)
"0.0000","0.0001","0.1068","0.0000","-0.0003"
"0.0050","-0.0001","0.1070","-0.0001","-0.0003"
"0.0100","0.0001","0.1081","0.0001","-0.0003"
"0.0150","-0.0001","0.1082","-0.0002","-0.0003"
"0.0200","0.0001","0.1085","0.0001","-0.0003"
"0.0250","-0.0001","0.1085","-0.0002","-0.0003"
"0.0300","0.0001","0.1087","0.0001","-0.0003"
"0.0350","-0.0001","0.1081","-0.0001","-0.0003"
"0.0400","0.0001","0.1077","0.0001","-0.0003"
"0.0450","0.0000","0.1068","0.0000","-0.0003"
"0.0500","0.0002","0.1056","0.0001","-0.0003"
"0.0550","0.0002","0.1046","0.0001","-0.0003"
"0.0600","0.0003","0.1042","0.0003","-0.0003"
"0.0650","0.0004","0.1039","0.0004","-0.0003"
"0.0700","0.0006","0.1039","0.0005","-0.0003"
"0.0750","0.0007","0.1044","0.0006","-0.0003"
"0.0800","0.0010","0.1059","0.0010","-0.0003"
"0.0850","0.0016","0.1080","0.0015","-0.0003"
"0.0900","0.0024","0.1106","0.0024","-0.0003"
"0.0950","0.0036","0.1153","0.0036","-0.0003"
"0.1000","0.0053","0.1227","0.0052","-0.0003"
"0.1050","0.0071","0.1333","0.0071","-0.0003"
"0.1100","0.0090","0.1461","0.0089","-0.0003"
"0.1150","0.0107","0.1615","0.0107","-0.0003"
"0.1200","0.0123","0.1786","0.0123","-0.0003"
"0.1250","0.0138","0.1986","0.0138","-0.0003"
"0.1300","0.0153","0.2197","0.0153","-0.0003"
"0.1350","0.0169","0.2416","0.0169","-0.0003"
"0.1400","0.0185","0.2640","0.0184","-0.0003"
"0.1450","0.0201","0.2868","0.0201","-0.0003"
"0.1500","0.0217","0.3095","0.0217","-0.0003"
"0.1550","0.0234","0.3322","0.0234","-0.0003"
"0.1600","0.0251","0.3544","0.0250","-0.0003"
"0.1650","0.0267","0.3768","0.0267","-0.0003"
"0.1700","0.0283","0.3997","0.0282","-0.0003"
"0.1750","0.0298","0.4226","0.0297","-0.0003"
"0.1800","0.0312","0.4449","0.0311","-0.0003"
"0.1850","0.0325","0.4662","0.0325","-0.0003"
"0.1900","0.0339","0.4877","0.0339","-0.0003"
"0.1950","0.0354","0.5087","0.0353","-0.0003"
"0.2000","0.0369","0.5290","0.0368","-0.0003"
"0.2050","0.0384","0.5494","0.0384","-0.0003"
"0.2100","0.0400","0.5700","0.0400","-0.0003"
"0.2150","0.0417","0.5905","0.0416","-0.0003"
"0.2200","0.0432","0.6116","0.0432","-0.0003"
"0.2250","0.0447","0.6326","0.0447","-0.0003"
"0.2300","0.0462","0.6535","0.0461","-0.0003"
"0.2350","0.0475","0.6745","0.0474","-0.0003"
"0.2400","0.0487","0.6947","0.0486","-0.0003"
"0.2450","0.0498","0.7141","0.0498","-0.0003"
"0.2500","0.0510","0.7320","0.0509","-0.0003"
"0.2550","0.0521","0.7491","0.0521","-0.0003"
"0.2600","0.0533","0.7657","0.0533","-0.0003"
"0.2650","0.0546","0.7819","0.0546","-0.0003"
"0.2700","0.0560","0.7982","0.0559","-0.0003"
"0.2750","0.0574","0.8145","0.0573","-0.0003"
"0.2800","0.0588","0.8309","0.0587","-0.0003"
"0.2850","0.0601","0.8478","0.0601","-0.0003"
"0.2900","0.0615","0.8653","0.0615","-0.0003"
"0.2950","0.0629","0.8834","0.0629","-0.0003"
"0.3000","0.0643","0.9021","0.0643","-0.0003"
"0.3050","0.0657","0.9207","0.0657","-0.0003"
"0.3100","0.0672","0.9396","0.0672","-0.0003"
"0.3150","0.0687","0.9593","0.0687","-0.0003"
"0.3200","0.0703","0.9794","0.0703","-0.0003"
"0.3250","0.0719","0.9990","0.0719","-0.0003"
"0.3300","0.0735","1.0191","0.0735","-0.0003"
"0.3350","0.0752","1.0399","0.0751","-0.0003"
"0.3400","0.0768","1.0617","0.0767","-0.0003"
"0.3450","0.0783","1.0846","0.0783","-0.0003"
"0.3500","0.0799","1.1073","0.0798","-0.0003"
"0.3550","0.0813","1.1297","0.0813","-0.0003"
"0.3600","0.0827","1.1515","0.0827","-0.0003"
"0.3650","0.0842","1.1722","0.0841","-0.0003"
"0.3700","0.0856","1.1923","0.0855","-0.0003"
"0.3750","0.0870","1.2122","0.0870","-0.0003"
"0.3800","0.0885","1.2324","0.0885","-0.0003"
"0.3850","0.0901","1.2527","0.0901","-0.0003"
"0.3900","0.0918","1.2727","0.0917","-0.0003"
"0.3950","0.0934","1.2936","0.0933","-0.0003"
